e951  # ten_k
ebcb  # handshake
f10b  # handyman
f7c6  # hangout_meeting
f80e  # hard_drive
f7a4  # hard_drive_2
ea59  # hardware
e052  # hd
f01a  # hdr_auto
f01b  # hdr_auto_select
ef51  # hdr_enhanced_select
e3ed  # hdr_off
f01c  # hdr_off_select
e3ee  # hdr_on
f01d  # hdr_on_select
f01e  # hdr_plus
e3f1  # hdr_strong
e3f2  # hdr_weak
f01f  # headphones
f020  # headphones_battery
f01f  # headset
e311  # headset_mic
e33a  # headset_off
e3f3  # healing
e1d5  # health_and_safety
f6e2  # health_metrics
f76e  # heap_snapshot_large
f76d  # heap_snapshot_multiple
f76c  # heap_snapshot_thumbnail
e023  # hearing
f104  # hearing_disabled
eac2  # heart_broken
f883  # heart_minus
f884  # heart_plus
ec18  # heat_pump
e27e  # heat_pump_balance
ea16  # height
e8fd  # help
f1c0  # help_center
f810  # help_clinic
e8fd  # help_outline
e0f6  # hematology
f021  # hevc
eb39  # hexagon
ef9e  # hide
f022  # hide_image
f023  # hide_source
f79c  # high_density
e024  # high_quality
e25f  # highlight
e888  # highlight_off
f76b  # highlighter_size_1
f76a  # highlighter_size_2
f769  # highlighter_size_3
f768  # highlighter_size_4
f767  # highlighter_size_5
e50a  # hiking
e8b3  # history
ea3e  # history_edu
f17d  # history_toggle_off
eaa6  # hive
eb8a  # hls
eb8c  # hls_off
e58a  # holiday_village
e88a  # home
e295  # home_app_logo
e88a  # home_filled
e4b9  # home_health
e283  # home_iot_device
f024  # home_max
e849  # home_max_dots
f025  # home_mini
f14d  # home_pin
f100  # home_repair_service
f11c  # home_speaker
f86c  # home_storage
f030  # home_work
e014  # horizontal_distribute
f108  # horizontal_rule
e947  # horizontal_split
eb46  # hot_tub
e549  # hotel
e743  # hotel_class
ea5c  # hourglass_bottom
ef53  # hourglass_disabled
e88b  # hourglass_empty
e88c  # hourglass_full
ea5b  # hourglass_top
ea44  # house
f202  # house_siding
e786  # house_with_shield
e584  # houseboat
e174  # how_to_reg
e175  # how_to_vote
f6ba  # hr_resting
eb7e  # html
e902  # http
e88d  # https
e9f4  # hub
f895  # humerus
f896  # humerus_alt
f163  # humidity_high
f164  # humidity_low
f165  # humidity_mid
f87e  # humidity_percentage
f10e  # hvac
e50b  # ice_skating
ea69  # icecream
f71b  # iframe
f71c  # iframe_off
e3f4  # image
e3f5  # image_aspect_ratio
f116  # image_not_supported
e43f  # image_search
e9b4  # imagesearch_roller
efa2  # imagesmode
e0fb  # immunology
e0e0  # import_contacts
e8d5  # import_export
e912  # important_devices
e833  # in_home_mode
e0fc  # inactive_order
e156  # inbox
f859  # inbox_customize
e79b  # incomplete_circle
e909  # indeterminate_check_box
e88e  # info
f87c  # infrared
e0fe  # inpatient
e890  # input
f71a  # input_circle
e85c  # insert_chart
e85c  # insert_chart_filled
e85c  # insert_chart_outlined
e24c  # insert_comment
e66d  # insert_drive_file
ea22  # insert_emoticon
e878  # insert_invitation
e250  # insert_link
eaca  # insert_page_break
e3f4  # insert_photo
f827  # insert_text
f092  # insights
eb71  # install_desktop
eb72  # install_mobile
ef54  # integration_instructions
e7c8  # interests
e83b  # interpreter_mode
e179  # inventory
e1a1  # inventory_2
e891  # invert_colors
e0c4  # invert_colors_off
e6b8  # ios_share
e583  # iron
e3f6  # iso
eb7c  # javascript
f84f  # join
eaeb  # join_full
eaf4  # join_inner
eaf2  # join_left
eaea  # join_right
f719  # jump_to_element
e50c  # kayaking
e842  # kebab_dining
e2b9  # kettle
e73c  # key
eb84  # key_off
f199  # key_visualizer
e312  # keyboard
f028  # keyboard_alt
e313  # keyboard_arrow_down
e314  # keyboard_arrow_left
e315  # keyboard_arrow_right
e316  # keyboard_arrow_up
e317  # keyboard_backspace
e318  # keyboard_capslock
f7de  # keyboard_capslock_badge
eae7  # keyboard_command_key
eae6  # keyboard_control_key
ead0  # keyboard_double_arrow_down
eac3  # keyboard_double_arrow_left
eac9  # keyboard_double_arrow_right
eacf  # keyboard_double_arrow_up
f7dd  # keyboard_external_input
f7dc  # keyboard_full
e31a  # keyboard_hide
f7db  # keyboard_onscreen
eae8  # keyboard_option_key
f7da  # keyboard_previous_language
e31b  # keyboard_return
e31c  # keyboard_tab
ec73  # keyboard_tab_rtl
e31d  # keyboard_voice
ea45  # king_bed
eb47  # kitchen
e50d  # kitesurfing
e103  # lab_panel
e104  # lab_profile
f80b  # lab_research
e893  # label
e948  # label_important
e948  # label_important_outline
e9b6  # label_off
e893  # label_outline
e105  # labs
eb2f  # lan
e564  # landscape
ebd7  # landslide
e894  # language
f766  # language_chinese_array
f765  # language_chinese_cangjie
f764  # language_chinese_dayi
f763  # language_chinese_pinyin
f762  # language_chinese_quick
f761  # language_chinese_wubi
f760  # language_french
f75f  # language_gb_english
f75e  # language_international
f75d  # language_korean_latin
f75c  # language_pinyin
f759  # language_us
f75b  # language_us_colemak
f75a  # language_us_dvorak
f6b9  # laps
e31e  # laptop
e31f  # laptop_chromebook
e320  # laptop_mac
e321  # laptop_windows
e5dd  # last_page
e89e  # launch
f7c5  # launcher_assistant_off
f7c4  # launcher_assistant_on
e2a8  # laundry
e53b  # layers
e53c  # layers_clear
e106  # lda
f20c  # leaderboard
e3f8  # leak_add
e3f9  # leak_remove
f718  # left_click
f717  # left_panel_close
f716  # left_panel_open
f11b  # legend_toggle
e3fa  # lens
f029  # lens_blur
f758  # letter_switch
e03c  # library_add
e9b7  # library_add_check
e02f  # library_books
e030  # library_music
efa3  # lift_to_talk
f02a  # light
e28b  # light_group
e518  # light_mode
e90f  # lightbulb
ebfe  # lightbulb_circle
e90f  # lightbulb_outline
ea9a  # line_axis
f757  # line_curve
f826  # line_end
f81d  # line_end_arrow
f81c  # line_end_arrow_notch
f81b  # line_end_circle
f81a  # line_end_diamond
f819  # line_end_square
f825  # line_start
f818  # line_start_arrow
f817  # line_start_arrow_notch
f816  # line_start_circle
f815  # line_start_diamond
f814  # line_start_square
e919  # line_style
e91a  # line_weight
e260  # linear_scale
e250  # link
e16f  # link_off
e438  # linked_camera
ea60  # liquor
e896  # list
e0ee  # list_alt
f756  # list_alt_add
e0c6  # live_help
e63b  # live_tv
f02b  # living
e553  # local_activity
e53d  # local_airport
e53e  # local_atm
e540  # local_bar
eb44  # local_cafe
e542  # local_car_wash
e543  # local_convenience_store
e561  # local_dining
e544  # local_drink
f33b  # local_fire_department
e545  # local_florist
e546  # local_gas_station
e8cc  # local_grocery_store
e548  # local_hospital
e549  # local_hotel
e54a  # local_laundry_service
e54b  # local_library
e54c  # local_mall
e8da  # local_movies
f05b  # local_offer
e54f  # local_parking
e550  # local_pharmacy
f0d4  # local_phone
e552  # local_pizza
e553  # local_play
ef56  # local_police
e554  # local_post_office
e8ad  # local_printshop
e557  # local_see
e558  # local_shipping
e559  # local_taxi
f14f  # location_automation
f150  # location_away
f850  # location_chip
e7f1  # location_city
e1b6  # location_disabled
f152  # location_home
e0c7  # location_off
e55f  # location_on
e55f  # location_pin
e1b7  # location_searching
e88d  # lock
ef57  # lock_clock
e898  # lock_open
e88d  # lock_outline
f8f3  # lock_person
eade  # lock_reset
ea77  # login
ead6  # logo_dev
e9ba  # logout
e3fc  # looks
e3fb  # looks_3
e3fd  # looks_4
e3fe  # looks_5
e3ff  # looks_6
e400  # looks_one
e401  # looks_two
e863  # loop
e402  # loupe
f79b  # low_density
e16d  # low_priority
e89a  # loyalty
f02c  # lte_mobiledata
f7d9  # lte_mobiledata_badge
f02d  # lte_plus_mobiledata
f7d8  # lte_plus_mobiledata_badge
f235  # luggage
ea61  # lunch_dining
ec0b  # lyrics
f6f2  # macro_auto
f8d2  # macro_off
f136  # magic_button
f7f4  # magic_exchange
f7d7  # magic_tether
f83d  # magnification_large
f83c  # magnification_small
f7d6  # magnify_docked
f7d5  # magnify_fullscreen
e159  # mail
ec0a  # mail_lock
e159  # mail_outline
e58e  # male
e4eb  # man
f8e1  # man_2
f8e2  # man_3
f8e3  # man_4
f02e  # manage_accounts
ebe7  # manage_history
f02f  # manage_search
e55b  # map
f030  # maps_home_work
ef58  # maps_ugc
e9bb  # margin
e9bc  # mark_as_unread
f18b  # mark_chat_read
f189  # mark_chat_unread
f18c  # mark_email_read
f18a  # mark_email_unread
eb9d  # mark_unread_chat_alt
e159  # markunread
e89b  # markunread_mailbox
f218  # masks
f6f1  # match_case
f6f0  # match_word
e907  # matter
e930  # maximize
f6af  # measuring_tape
f031  # media_bluetooth_off
f032  # media_bluetooth_on
f83f  # media_link
efa7  # mediation
ebed  # medical_information
f80a  # medical_mask
f109  # medical_services
f033  # medication
ea87  # medication_liquid
eb4f  # meeting_room
e322  # memory
f7a3  # memory_alt
f6e1  # menstrual_health
e5d2  # menu
ea19  # menu_book
e9bd  # menu_open
eb98  # merge
e252  # merge_type
e0c9  # message
e10b  # metabolism
f11d  # mfg_nest_yale_lock
e31d  # mic
ef59  # mic_external_off
ef5a  # mic_external_on
f7c3  # mic_noise_cancel_high
f7c2  # mic_noise_cancel_low
f7c1  # mic_noise_cancel_off
e31d  # mic_none
e02b  # mic_off
e10c  # microbiology
f204  # microwave
e847  # microwave_gen
ea3f  # military_tech
f6e0  # mindfulness
e931  # minimize
ebf1  # minor_crash
f0ce  # missed_video_call
f0ce  # missed_video_call_filled
e4c8  # mixture_med
e618  # mms
e200  # mobile_friendly
e201  # mobile_off
e0e7  # mobile_screen_share
f034  # mobiledata_off
f345  # mode
e253  # mode_comment
f166  # mode_cool
f167  # mode_cool_off
f345  # mode_edit
f345  # mode_edit_outline
f168  # mode_fan
ec17  # mode_fan_off
f16a  # mode_heat
f16b  # mode_heat_cool
f16d  # mode_heat_off
f036  # mode_night
e7ce  # mode_of_travel
f16f  # mode_off_on
f037  # mode_standby
f0cf  # model_training
e263  # monetization_on
e57d  # money
f038  # money_off
f038  # money_off_csred
ef5b  # monitor
eaa2  # monitor_heart
f039  # monitor_weight
f6df  # monitor_weight_gain
f6de  # monitor_weight_loss
f190  # monitoring
e403  # monochrome_photos
ea22  # mood
e7f3  # mood_bad
e28d  # mop
e619  # more
f196  # more_down
e5d3  # more_horiz
ea5d  # more_time
f197  # more_up
e5d4  # more_vert
eab2  # mosque
f0d0  # motion_blur
f842  # motion_mode
f03a  # motion_photos_auto
e9c0  # motion_photos_off
f349  # motion_photos_pause
f349  # motion_photos_paused
e792  # motion_sensor_active
e784  # motion_sensor_alert
e783  # motion_sensor_idle
e78e  # motion_sensor_urgent
e91b  # motorcycle
e323  # mouse
e740  # move
eb61  # move_down
f715  # move_group
e741  # move_location
f714  # move_selection_down
f713  # move_selection_left
f712  # move_selection_right
f711  # move_selection_up
e168  # move_to_inbox
eb64  # move_up
e404  # movie
e404  # movie_creation
f840  # movie_edit
e43a  # movie_filter
e501  # moving
e73d  # moving_beds
e73e  # moving_ministry
e9c3  # mp
e293  # multicooker
e6df  # multiline_chart
f1b9  # multiple_stop
ea36  # museum
e405  # music_note
e440  # music_off
e063  # music_video
e55c  # my_location
ef5c  # nat
e406  # nature
e407  # nature_people
e408  # navigate_before
e409  # navigate_next
e55d  # navigation
e569  # near_me
f1ef  # near_me_disabled
f03b  # nearby_error
f03c  # nearby_off
e10d  # nephrology
ebbf  # nest_audio
f8b7  # nest_cam_floodlight
f11e  # nest_cam_indoor
f11f  # nest_cam_iq
f120  # nest_cam_iq_outdoor
f8b8  # nest_cam_magnet_mount
f121  # nest_cam_outdoor
f8b9  # nest_cam_stand
f8ba  # nest_cam_wall_mount
ec16  # nest_cam_wired_stand
f8bb  # nest_clock_farsight_analog
f8bc  # nest_clock_farsight_digital
f122  # nest_connect
f123  # nest_detect
f124  # nest_display
f125  # nest_display_max
f8bd  # nest_doorbell_visitor
f8be  # nest_eco_leaf
f8bf  # nest_farsight_weather
f8c0  # nest_found_savings
f126  # nest_heat_link_e
f127  # nest_heat_link_gen_3
e82c  # nest_hello_doorbell
f8c1  # nest_locator_tag
e789  # nest_mini
f8c2  # nest_multi_room
f129  # nest_remote
f12a  # nest_remote_comfort_sensor
f12b  # nest_secure_alarm
f8c3  # nest_sunblock
f12c  # nest_tag
f12d  # nest_thermostat_e_eu
f12e  # nest_thermostat_gen_3
f12f  # nest_thermostat_sensor
f130  # nest_thermostat_sensor_eu
f131  # nest_thermostat_zirconium_eu
f8c4  # nest_true_radiant
f8c5  # nest_wake_on_approach
f8c6  # nest_wake_on_press
f132  # nest_wifi_gale
f133  # nest_wifi_mistral
e83f  # nest_wifi_point
f134  # nest_wifi_point_vento
e841  # nest_wifi_router
e1b9  # network_cell
e640  # network_check
e61a  # network_locked
f7ab  # network_manage
ebca  # network_ping
e1ba  # network_wifi
ebe4  # network_wifi_1_bar
ebd6  # network_wifi_2_bar
ebe1  # network_wifi_3_bar
e10e  # neurology
e609  # new_label
ef76  # new_releases
f710  # new_window
eb81  # newspaper
ef5d  # next_plan
e16a  # next_week
e1bb  # nfc
f1f1  # night_shelter
f1d7  # night_sight_auto
f1f9  # night_sight_auto_off
f6c3  # night_sight_max
ea62  # nightlife
f03d  # nightlight
f7c0  # nightlight_badge
f7bf  # nightlight_off
f03d  # nightlight_round
ea46  # nights_stay
f03e  # no_accounts
f8fe  # no_adult_content
f237  # no_backpack
ebf0  # no_crash
f1a5  # no_drinks
f03f  # no_encryption
f03f  # no_encryption_gmailerrorred
f1a6  # no_flash
f1a7  # no_food
f23b  # no_luggage
f1d6  # no_meals
eb4e  # no_meeting_room
f1a8  # no_photography
e1ce  # no_sim
f1af  # no_stroller
f1d5  # no_transfer
ebec  # noise_aware
ebf3  # noise_control_off
f8a8  # noise_control_on
e50e  # nordic_walking
f1e0  # north
f1e1  # north_east
f1e2  # north_west
f0fe  # not_accessible
f326  # not_interested
e575  # not_listed_location
f0d1  # not_started
e66d  # note
e89c  # note_add
f040  # note_alt
e26c  # notes
e399  # notification_add
e004  # notification_important
e7f5  # notifications
e7f7  # notifications_active
e7f5  # notifications_none
e7f6  # notifications_off
e7f8  # notifications_paused
eac7  # numbers
e110  # nutrition
e932  # offline_bolt
e90a  # offline_pin
e9c5  # offline_share
ec15  # oil_barrel
ebfd  # on_device_training
e114  # oncology
e63b  # ondemand_video
f0eb  # online_prediction
f6f8  # onsen
e91c  # opacity
e89d  # open_in_browser
f1ce  # open_in_full
e89e  # open_in_new
f70f  # open_in_new_down
e4f6  # open_in_new_off
e89f  # open_with
e115  # ophthalmology
e116  # oral_disease
f812  # order_approve
f811  # order_play
f897  # orthopedics
e47b  # other_admission
e58c  # other_houses
e1ca  # outbound
ef5f  # outbox
e205  # outdoor_garden
ea47  # outdoor_grill
f0d2  # outgoing_mail
f1d4  # outlet
ea1a  # outlined_flag
e118  # outpatient
e119  # outpatient_med
ebbe  # output
f70e  # output_circle
e843  # oven_gen
e4a7  # overview
f7d4  # overview_key
e4de  # oxygen_saturation
f6b8  # pace
e656  # pacemaker
e48f  # package
e9c8  # padding
e7f9  # pages
e8a0  # pageview
f041  # paid
e40a  # palette
f86a  # pallet
e925  # pan_tool
ebb9  # pan_tool_alt
e40b  # panorama
e40c  # panorama_fish_eye
e40d  # panorama_horizontal
e9c9  # panorama_photosphere
e40e  # panorama_vertical
e40f  # panorama_wide_angle
e50f  # paragliding
ea63  # park
f172  # partly_cloudy_day
f174  # partly_cloudy_night
e7fa  # party_mode
f042  # password
e653  # patient_list
f043  # pattern
e034  # pause
e1a2  # pause_circle
e1a2  # pause_circle_filled
e1a2  # pause_circle_outline
e0ea  # pause_presentation
e8a1  # payment
ef63  # payments
f7be  # pdf_off
eb29  # pedal_bike
e11d  # pediatrics
f755  # pen_size_1
f754  # pen_size_2
f753  # pen_size_3
f752  # pen_size_4
f751  # pen_size_5
ef64  # pending
f1bb  # pending_actions
eb50  # pentagon
ea21  # people
ea21  # people_alt
ea21  # people_outline
eb58  # percent
e203  # pergola
e8a2  # perm_camera_mic
e8a3  # perm_contact_calendar
e8a4  # perm_data_setting
e8a5  # perm_device_information
f0d3  # perm_identity
e8a7  # perm_media
e8a8  # perm_phone_msg
e8a9  # perm_scan_wifi
f0d3  # person
f8e4  # person_2
f8e5  # person_3
f8e6  # person_4
ea4d  # person_add
ea4d  # person_add_alt
e9cb  # person_add_disabled
f0d3  # person_filled
e510  # person_off
f0d3  # person_outline
e55a  # person_pin
e56a  # person_pin_circle
ef66  # person_remove
f106  # person_search
e6da  # personal_injury
e333  # personal_video
f0fa  # pest_control
f0fd  # pest_control_rodent
e91d  # pets
ead7  # phishing
f0d4  # phone
f0d4  # phone_alt
e324  # phone_android
e61b  # phone_bluetooth_speaker
e649  # phone_callback
e9cc  # phone_disabled
e9cd  # phone_enabled
e61c  # phone_forwarded
e61d  # phone_in_talk
f843  # phone_in_talk_watchface_indicator
e325  # phone_iphone
e61e  # phone_locked
e61f  # phone_missed
e620  # phone_paused
e326  # phonelink
e0db  # phonelink_erase
e0dc  # phonelink_lock
e327  # phonelink_off
e0dd  # phonelink_ring
f7aa  # phonelink_ring_off
ef41  # phonelink_setup
e432  # photo
e411  # photo_album
e412  # photo_camera
ef68  # photo_camera_back
ef69  # photo_camera_front
e43b  # photo_filter
f0d9  # photo_frame
e413  # photo_library
e432  # photo_size_select_actual
e433  # photo_size_select_large
e434  # photo_size_select_small
eb8f  # php
e11e  # physical_therapy
e521  # piano
e520  # piano_off
e415  # picture_as_pdf
e8aa  # picture_in_picture
e911  # picture_in_picture_alt
f044  # pie_chart
f044  # pie_chart_filled
f044  # pie_chart_outline
f044  # pie_chart_outlined
e11f  # pill
f809  # pill_off
f045  # pin
e55e  # pin_drop
e767  # pin_end
e763  # pin_invoke
eb38  # pinch
f1fa  # pinch_zoom_in
f1fb  # pinch_zoom_out
f70d  # pip_exit
e9ce  # pivot_table_chart
f6ca  # pixel_3_3xl_3a
e55f  # place
f1f0  # place_item
ea5a  # plagiarism
e037  # play_arrow
e1c4  # play_circle
ef6a  # play_disabled
e906  # play_for_work
f047  # play_lesson
f137  # play_pause
e03b  # playlist_add
e065  # playlist_add_check
e7e6  # playlist_add_check_circle
e7e5  # playlist_add_circle
e05f  # playlist_play
eb80  # playlist_remove
f107  # plumbing
e800  # plus_one
f048  # podcasts
e120  # podiatry
f7fb  # podium
f17e  # point_of_sale
f70c  # point_scan
ea17  # policy
e85c  # poll
ebbb  # polyline
e8ab  # polymer
eb48  # pool
f087  # portable_wifi_off
e851  # portrait
f7bc  # portrait_lighting
f7bd  # portrait_lighting_off
f70b  # position_bottom_left
f70a  # position_bottom_right
f709  # position_top_right
ea20  # post_add
f8aa  # potted_plant
e63c  # power
e336  # power_input
e646  # power_off
f8c7  # power_rounded_power
e8ac  # power_settings_new
f838  # prayer_times
f049  # precision_manufacturing
e91e  # pregnant_woman
e7d8  # preliminary
e121  # prescriptions
e0df  # present_to_all
f1c5  # preview
f7af  # preview_off
f04a  # price_change
f04b  # price_check
e8ad  # print
f7a2  # print_add
f7a1  # print_connect
e9cf  # print_disabled
f7a0  # print_error
e19f  # priority
e645  # priority_high
f148  # privacy
f7ba  # privacy_screen
f7bb  # privacy_screen_off
f0dc  # privacy_tip
e744  # private_connectivity
e122  # problem
e651  # procedure
f855  # process_chart
e1d1  # production_quantity_limits
e296  # productivity
ec14  # propane
ec13  # propane_tank
e123  # psychiatry
ea4a  # psychology
f8ea  # psychology_alt
e80b  # public
f1ca  # public_off
e255  # publish
f232  # published_with_changes
e124  # pulmonology
eaa8  # punch_clock
f10d  # push_pin
ef6b  # qr_code
e00a  # qr_code_2
f206  # qr_code_scanner
efd6  # query_builder
e4fc  # query_stats
e8af  # question_answer
f7f3  # question_exchange
eb8b  # question_mark
e03c  # queue
e03d  # queue_music
e066  # queue_play_next
e7d1  # quick_phrases
e46e  # quick_reference
f801  # quick_reference_all
ef6c  # quickreply
e1f9  # quiet_time
e291  # quiet_time_active
f04c  # quiz
f04d  # r_mobiledata
f04e  # radar
e03e  # radio
e837  # radio_button_checked
e836  # radio_button_unchecked
e125  # radiology
e9d1  # railway_alert
f176  # rainy
ea64  # ramen_dining
eb9c  # ramp_left
eb96  # ramp_right
e1ea  # range_hood
e560  # rate_review
f04f  # raw_off
f050  # raw_on
ef6d  # read_more
e73a  # real_estate_agent
f6c2  # rear_camera
f845  # rebase
f846  # rebase_edit
e8b0  # receipt
ef6e  # receipt_long
e03f  # recent_actors
f808  # recent_patient
e9d2  # recommend
e91f  # record_voice_over
eb54  # rectangle
e760  # recycling
e8f6  # redeem
e15a  # redo
f21c  # reduce_capacity
e5d5  # refresh
f750  # regular_expression
f6dc  # relax
f051  # remember_me
e83e  # remote_gen
e15b  # remove
f08f  # remove_circle
f08f  # remove_circle_outline
e9d3  # remove_done
e067  # remove_from_queue
e9d4  # remove_moderator
e8f4  # remove_red_eye
ebfc  # remove_road
e928  # remove_shopping_cart
f708  # reopen_window
e8fe  # reorder
f8e8  # repartition
e040  # repeat
e9d6  # repeat_on
e041  # repeat_one
e9d7  # repeat_one_on
e042  # replay
e059  # replay_10
e05a  # replay_30
e05b  # replay_5
e9d8  # replay_circle_filled
e15e  # reply
e15f  # reply_all
f052  # report
f052  # report_gmailerrorred
e170  # report_off
f083  # report_problem
f22c  # request_page
f1b6  # request_quote
f824  # reset_image
e9d9  # reset_tv
f707  # resize
e127  # respiratory_rate
f053  # restart_alt
e56c  # restaurant
e561  # restaurant_menu
e8b3  # restore
e938  # restore_from_trash
e929  # restore_page
f7d0  # resume
f07c  # reviews
e128  # rheumatology
f898  # rib_cage
f1f5  # rice_bowl
f706  # right_click
f705  # right_panel_close
f704  # right_panel_open
f0dd  # ring_volume
f0dd  # ring_volume_filled
f882  # robot
eba5  # rocket
eb9b  # rocket_launch
ec12  # roller_shades
ec11  # roller_shades_closed
ebcd  # roller_skating
f201  # roofing
e55f  # room
f1b8  # room_preferences
eb49  # room_service
e418  # rotate_90_degrees_ccw
eaab  # rotate_90_degrees_cw
e419  # rotate_left
e41a  # rotate_right
eb99  # roundabout_left
eba3  # roundabout_right
e920  # rounded_corner
eacd  # route
e328  # router
e20c  # routine
e921  # rowing
e0e5  # rss_feed
f055  # rsvp
e9ad  # rtt
f1c2  # rule
f1c9  # rule_folder
ef6f  # run_circle
e51d  # running_with_errors
e642  # rv_hookup
f7b9  # sad_tab
ebef  # safety_check
e1cc  # safety_divider
e502  # sailing
f876  # salinity
f21d  # sanitizer
e562  # satellite
eb3a  # satellite_alt
f6f7  # sauna
e161  # save
f090  # save_alt
eb60  # save_as
ea11  # saved_search
e2eb  # savings
eb5f  # scale
f74e  # scan
f74f  # scan_delete
e329  # scanner
e268  # scatter_plot
e2a7  # scene
efd6  # schedule
ea0a  # schedule_send
e4fd  # schema
e80c  # school
ea4b  # science
e269  # score
ebd0  # scoreboard
e1be  # screen_lock_landscape
e1bf  # screen_lock_portrait
e1c0  # screen_lock_rotation
e1c1  # screen_rotation
ebee  # screen_rotation_alt
ef70  # screen_search_desktop
e0e2  # screen_share
f7b8  # screencast
f056  # screenshot
f7d3  # screenshot_keyboard
ec08  # screenshot_monitor
f7d2  # screenshot_region
ebce  # scuba_diving
e9dd  # sd
e623  # sd_card
f057  # sd_card_alert
e623  # sd_storage
e8b6  # search
f800  # search_check
ea76  # search_off
e32a  # security
f072  # security_update
f073  # security_update_good
f074  # security_update_warning
e94b  # segment
f74d  # select
e162  # select_all
f1fe  # select_check_box
f7cf  # select_to_speak
f86d  # self_care
ea78  # self_improvement
f05b  # sell
e163  # send
ea0c  # send_and_archive
eadb  # send_time_extension
f05c  # send_to_mobile
f1b5  # sensor_door
ec10  # sensor_occupied
f1b4  # sensor_window
e51e  # sensors
e51f  # sensors_off
f6a7  # sentiment_calm
f6a6  # sentiment_content
e811  # sentiment_dissatisfied
f6a5  # sentiment_excited
f194  # sentiment_extremely_dissatisfied
f6a4  # sentiment_frustrated
e812  # sentiment_neutral
f6a3  # sentiment_sad
e813  # sentiment_satisfied
e813  # sentiment_satisfied_alt
f6a2  # sentiment_stressed
e814  # sentiment_very_dissatisfied
e815  # sentiment_very_satisfied
f6a1  # sentiment_worried
f1ea  # set_meal
e8b8  # settings
f05d  # settings_accessibility
f835  # settings_account_box
f143  # settings_alert
e8b9  # settings_applications
e8ba  # settings_backup_restore
e8bb  # settings_bluetooth
e8bd  # settings_brightness
e8bc  # settings_cell
e8be  # settings_ethernet
e8bf  # settings_input_antenna
e8c0  # settings_input_component
e8c0  # settings_input_composite
e8c2  # settings_input_hdmi
e8c3  # settings_input_svideo
f833  # settings_motion_mode
f832  # settings_night_sight
e8c4  # settings_overscan
f831  # settings_panorama
e8c5  # settings_phone
f834  # settings_photo_camera
e8c6  # settings_power
e8c7  # settings_remote
f05e  # settings_suggest
e1c3  # settings_system_daydream
e8c8  # settings_voice
e2ac  # settop_component
ebd3  # severe_cold
f8d3  # shape_line
e602  # shapes
e80d  # share
f05f  # share_location
f6cb  # share_off
f8a4  # share_reviews
f823  # sheets_rtl
f703  # shelf_auto_hide
f702  # shelf_position
f86e  # shelves
e9e0  # shield
eaa9  # shield_moon
e78f  # shield_with_heart
e78d  # shield_with_house
e5f2  # shift
f7ae  # shift_lock
e8c9  # shop
e8ca  # shop_2
e8ca  # shop_two
f1cc  # shopping_bag
e8cb  # shopping_basket
e8cc  # shopping_cart
eb88  # shopping_cart_checkout
e4d0  # short_stay
e261  # short_text
f060  # shortcut
e6e1  # show_chart
f061  # shower
e043  # shuffle
e9e1  # shuffle_on
e43d  # shutter_speed
f220  # sick
ebe5  # sign_language
f0a8  # signal_cellular_0_bar
f0a9  # signal_cellular_1_bar
f0aa  # signal_cellular_2_bar
f0ab  # signal_cellular_3_bar
e1c8  # signal_cellular_4_bar
f7a9  # signal_cellular_add
e202  # signal_cellular_alt
ebdf  # signal_cellular_alt_1_bar
ebe3  # signal_cellular_alt_2_bar
f0ac  # signal_cellular_connected_no_internet_0_bar
e1cd  # signal_cellular_connected_no_internet_4_bar
e1ce  # signal_cellular_no_sim
f062  # signal_cellular_nodata
e1cf  # signal_cellular_null
e1d0  # signal_cellular_off
f239  # signal_disconnected
f0b0  # signal_wifi_0_bar
f065  # signal_wifi_4_bar
e1e1  # signal_wifi_4_bar_lock
f064  # signal_wifi_bad
f064  # signal_wifi_connected_no_internet_4
e1da  # signal_wifi_off
f065  # signal_wifi_statusbar_4_bar
f0ef  # signal_wifi_statusbar_not_connected
f067  # signal_wifi_statusbar_null
f74c  # signature
eb91  # signpost
e32b  # sim_card
f057  # sim_card_alert
f068  # sim_card_download
ea48  # single_bed
f069  # sip
e511  # skateboarding
f899  # skeleton
e044  # skip_next
e045  # skip_previous
f89a  # skull
e512  # sledding
e213  # sleep
f6b7  # sleep_score
f822  # slide_library
e41b  # slideshow
e068  # slow_motion_video
f1c1  # smart_button
f06a  # smart_display
e844  # smart_outlet
f06b  # smart_screen
f06c  # smart_toy
e32c  # smartphone
f74b  # smb_share
eb4a  # smoke_free
eb4b  # smoking_rooms
e625  # sms
e87f  # sms_failed
f1c7  # snippet_folder
e046  # snooze
e513  # snowboarding
e80f  # snowing
e503  # snowmobile
e514  # snowshoeing
f1b2  # soap
e1cb  # social_distance
f6a0  # social_leaderboard
ec0f  # solar_power
e164  # sort
e053  # sort_by_alpha
ebf7  # sos
f149  # sound_detection_dog_barking
f14a  # sound_detection_glass_break
f14b  # sound_detection_loud_sound
f6b4  # sound_sampler
e7d3  # soup_kitchen
f1c8  # source
e12d  # source_notes
f1e3  # south
e7e4  # south_america
f1e4  # south_east
f1e5  # south_west
eb4c  # spa
e256  # space_bar
e66b  # space_dashboard
ebeb  # spatial_audio
ebe8  # spatial_audio_off
ebea  # spatial_tracking
e32d  # speaker
e32e  # speaker_group
e8cd  # speaker_notes
e92a  # speaker_notes_off
e0d2  # speaker_phone
f74a  # special_character
f872  # specific_gravity
f8a7  # speech_to_text
